,0
cat__customer_city_itarare,0
cat__customer_city_itariri,0
cat__customer_city_itatiaia,0
cat__customer_city_itatiaiucu,0
cat__customer_city_itatiba,0
cat__customer_city_itatiba do sul,0
cat__customer_city_itatim,0
cat__customer_city_itatinga,0
cat__customer_city_itau,0
cat__customer_city_itau de minas,0
cat__customer_city_itauba,0
cat__customer_city_itaueira,0
cat__customer_city_itauna,0
cat__customer_city_itinga,0
cat__customer_city_itirapina,0
cat__customer_city_itirucu,0
cat__customer_city_itiuba,0
cat__customer_city_itobi,0
cat__customer_city_itororo,0
cat__customer_city_itu,0
cat__customer_city_ituacu,0
cat__customer_city_itubera,0
cat__customer_city_itueta,0
cat__customer_city_ituiutaba,0
cat__customer_city_itumbiara,0
cat__customer_city_itupeva,0
cat__customer_city_itupiranga,0
cat__customer_city_ituporanga,0
cat__customer_city_iturama,0
cat__customer_city_itutinga,0
cat__customer_city_ituverava,0
cat__customer_city_iuna,0
cat__customer_city_ivai,0
cat__customer_city_ivaipora,0
cat__customer_city_ivate,0
cat__customer_city_ivinhema,0
cat__customer_city_ivora,0
cat__customer_city_ivoti,0
cat__customer_city_jaboatao dos guararapes,0
cat__customer_city_jabora,0
cat__customer_city_jaborandi,0
cat__customer_city_jaboti,0
cat__customer_city_jaboticabal,0
cat__customer_city_jaboticatubas,0
cat__customer_city_jacaraci,0
cat__customer_city_jacarau,0
cat__customer_city_jacare,0
cat__customer_city_jacareacanga,0
cat__customer_city_jacarei,0
cat__customer_city_jacarezinho,0
cat__customer_city_jaci,0
cat__customer_city_jaciara,0
cat__customer_city_jacigua,0
cat__customer_city_jacinto,0
cat__customer_city_jacinto machado,0
cat__customer_city_jacobina,0
cat__customer_city_jacui,0
cat__customer_city_jacuipe,0
cat__customer_city_jacuizinho,0
cat__customer_city_jacunda,0
cat__customer_city_jacupiranga,0
cat__customer_city_jacutinga,0
cat__customer_city_jaguapita,0
cat__customer_city_jaguaquara,0
cat__customer_city_jaguarao,0
cat__customer_city_jaguare,0
cat__customer_city_jaguarembe,0
cat__customer_city_jaguari,0
cat__customer_city_jaguariaiva,0
cat__customer_city_jaguaribara,0
cat__customer_city_jaguaribe,0
cat__customer_city_jaguariuna,0
cat__customer_city_jaguaruana,0
cat__customer_city_jaguaruna,0
cat__customer_city_jaiba,0
cat__customer_city_jales,0
cat__customer_city_jamaica,0
cat__customer_city_jamapara,0
cat__customer_city_jambeiro,0
cat__customer_city_janauba,0
cat__customer_city_jandaia,0
cat__customer_city_jandaia do sul,0
cat__customer_city_jandaira,0
cat__customer_city_jandira,0
cat__customer_city_janduis,0
cat__customer_city_janiopolis,0
cat__customer_city_januaria,0
cat__customer_city_japaraiba,0
cat__customer_city_japaratuba,0
cat__customer_city_japeri,0
cat__customer_city_japira,0
cat__customer_city_japoata,0
cat__customer_city_japuiba,0
cat__customer_city_japura,0
cat__customer_city_jaqueira,0
cat__customer_city_jaquirana,0
cat__customer_city_jaragua,0
cat__customer_city_jaragua do sul,0
cat__customer_city_jaraguari,0
cat__customer_city_jardim,0
cat__customer_city_jardim abc de goias,0
cat__customer_city_jardim alegre,0
cat__customer_city_jardim de piranhas,0
cat__customer_city_jardim do serido,0
cat__customer_city_jardim olinda,0
cat__customer_city_jardinopolis,0
cat__customer_city_jari,0
cat__customer_city_jarinu,0
cat__customer_city_jaru,0
cat__customer_city_jatai,0
cat__customer_city_jataizinho,0
cat__customer_city_jatauba,0
cat__customer_city_jatoba,0
cat__customer_city_jau,0
cat__customer_city_jaua,0
cat__customer_city_jaupaci,0
cat__customer_city_jauru,0
cat__customer_city_jeceaba,0
cat__customer_city_jenipapo de minas,0
cat__customer_city_jequia da praia,0
cat__customer_city_jequie,0
cat__customer_city_jequitai,0
cat__customer_city_jequitiba,0
cat__customer_city_jequitinhonha,0
cat__customer_city_jeremoabo,0
cat__customer_city_jeriquara,0
cat__customer_city_jeronimo monteiro,0
cat__customer_city_jesuania,0
cat__customer_city_jesuitas,0
cat__customer_city_jesupolis,0
cat__customer_city_ji-parana,0
cat__customer_city_jijoca de jericoacoara,0
cat__customer_city_jiquirica,0
cat__customer_city_joacaba,0
cat__customer_city_joaima,0
cat__customer_city_joanopolis,0
cat__customer_city_joao alfredo,0
cat__customer_city_joao camara,0
cat__customer_city_joao dourado,0
cat__customer_city_joao lisboa,0
cat__customer_city_joao monlevade,0
cat__customer_city_joao neiva,0
cat__customer_city_joao pessoa,0
cat__customer_city_joao pinheiro,0
cat__customer_city_joao ramalho,0
cat__customer_city_joaquim nabuco,0
cat__customer_city_joaquim pires,0
cat__customer_city_joaquim tavora,0
cat__customer_city_joinville,0
cat__customer_city_jordania,0
cat__customer_city_jose boiteux,0
cat__customer_city_jose bonifacio,0
cat__customer_city_jose da penha,0
cat__customer_city_jose de freitas,0
cat__customer_city_joviania,0
cat__customer_city_juara,0
cat__customer_city_juatuba,0
cat__customer_city_juazeiro,0
cat__customer_city_juazeiro do norte,0
cat__customer_city_jucas,0
cat__customer_city_jucurucu,0
cat__customer_city_jucurutu,0
cat__customer_city_juina,0
cat__customer_city_juiz de fora,0
cat__customer_city_julio de castilhos,0
cat__customer_city_julio mesquita,0
cat__customer_city_jumirim,0
cat__customer_city_junco do serido,0
cat__customer_city_jundiai,0
cat__customer_city_jundiai do sul,0
cat__customer_city_junqueiro,0
cat__customer_city_junqueiropolis,0
cat__customer_city_jupi,0
cat__customer_city_juquia,0
cat__customer_city_juquitiba,0
cat__customer_city_juranda,0
cat__customer_city_jurema,0
cat__customer_city_juripiranga,0
cat__customer_city_juruaia,0
cat__customer_city_juruena,0
cat__customer_city_juruti,0
cat__customer_city_juscimeira,0
cat__customer_city_jussara,0
cat__customer_city_jussari,0
cat__customer_city_juti,0
cat__customer_city_juvenilia,0
cat__customer_city_kalore,0
cat__customer_city_ladainha,0
cat__customer_city_ladario,0
cat__customer_city_lagarto,0
cat__customer_city_lages,0
cat__customer_city_lago da pedra,0
cat__customer_city_lago verde,0
cat__customer_city_lagoa d'anta,0
cat__customer_city_lagoa da canoa,0
cat__customer_city_lagoa da confusao,0
cat__customer_city_lagoa da prata,0
cat__customer_city_lagoa de sao francisco,0
cat__customer_city_lagoa do carro,0
cat__customer_city_lagoa do mato,0
cat__customer_city_lagoa do ouro,0
cat__customer_city_lagoa do piaui,0
cat__customer_city_lagoa dos gatos,0
cat__customer_city_lagoa dos patos,0
cat__customer_city_lagoa dos tres cantos,0
cat__customer_city_lagoa dourada,0
cat__customer_city_lagoa formosa,0
cat__customer_city_lagoa grande,0
cat__customer_city_lagoa nova,0
cat__customer_city_lagoa real,0
cat__customer_city_lagoa salgada,0
cat__customer_city_lagoa santa,0
cat__customer_city_lagoa vermelha,0
cat__customer_city_lagoao,0
cat__customer_city_lagoinha,0
cat__customer_city_lagoinha do piaui,0
cat__customer_city_laguna,0
cat__customer_city_laje do muriae,0
cat__customer_city_lajeado,0
cat__customer_city_lajeado grande,0
cat__customer_city_lajedo,0
cat__customer_city_lajinha,0
cat__customer_city_lamarao,0
cat__customer_city_lambari,0
cat__customer_city_lamim,0
cat__customer_city_lapa,0
cat__customer_city_laranja da terra,0
cat__customer_city_laranjal,0
cat__customer_city_laranjal do jari,0
cat__customer_city_laranjal paulista,0
cat__customer_city_laranjeiras do sul,0
cat__customer_city_laurentino,0
cat__customer_city_lauro de freitas,0
cat__customer_city_lauro muller,0
cat__customer_city_lavinia,0
cat__customer_city_lavras,0
cat__customer_city_lavras da mangabeira,0
cat__customer_city_lavras do sul,0
cat__customer_city_lavrinhas,0
cat__customer_city_leandro ferreira,0
cat__customer_city_lebon regis,0
cat__customer_city_leme,0
cat__customer_city_lencois,0
cat__customer_city_lencois paulista,0
cat__customer_city_leoberto leal,0
cat__customer_city_leopoldina,0
cat__customer_city_leopoldo de bulhoes,0
cat__customer_city_leopolis,0
cat__customer_city_liberato salzano,0
cat__customer_city_liberdade,0
cat__customer_city_lidice,0
cat__customer_city_lima duarte,0
cat__customer_city_limeira,0
cat__customer_city_limeira do oeste,0
cat__customer_city_limoeiro,0
cat__customer_city_limoeiro do norte,0
cat__customer_city_lindoeste,0
cat__customer_city_lindoia,0
cat__customer_city_lindoia do sul,0
cat__customer_city_lindolfo collor,0
cat__customer_city_linhares,0
cat__customer_city_lins,0
cat__customer_city_livramento,0
cat__customer_city_livramento de nossa senhora,0
cat__customer_city_loanda,0
cat__customer_city_lobato,0
cat__customer_city_londrina,0
cat__customer_city_lontras,0
cat__customer_city_lorena,0
cat__customer_city_loreto,0
cat__customer_city_lourdes,0
cat__customer_city_louveira,0
cat__customer_city_lucas do rio verde,0
cat__customer_city_lucelia,0
cat__customer_city_lucena,0
cat__customer_city_lucianopolis,0
cat__customer_city_luis antonio,0
cat__customer_city_luis correia,0
cat__customer_city_luis eduardo magalhaes,0
cat__customer_city_luisburgo,0
cat__customer_city_luiz alves,0
cat__customer_city_luiziana,0
cat__customer_city_luiziania,0
cat__customer_city_luizlandia do oeste,0
cat__customer_city_luminarias,0
cat__customer_city_lunardelli,0
cat__customer_city_lupercio,0
cat__customer_city_lupionopolis,0
cat__customer_city_luz,0
cat__customer_city_luziania,0
cat__customer_city_luziapolis,0
cat__customer_city_luzilandia,0
cat__customer_city_macae,0
cat__customer_city_macaiba,0
cat__customer_city_macambara,0
cat__customer_city_macambira,0
cat__customer_city_macapa,0
cat__customer_city_macaparana,0
cat__customer_city_macatuba,0
cat__customer_city_macau,0
cat__customer_city_macaubal,0
cat__customer_city_macaubas,0
cat__customer_city_macedonia,0
cat__customer_city_maceio,0
cat__customer_city_machacalis,0
cat__customer_city_machadinho,0
cat__customer_city_machadinho d'oeste,0
cat__customer_city_machado,0
cat__customer_city_macieira,0
cat__customer_city_macuco de minas,0
cat__customer_city_madre de deus,0
cat__customer_city_madre de deus de minas,0
cat__customer_city_mae d'agua,0
cat__customer_city_mae do rio,0
cat__customer_city_mafra,0
cat__customer_city_magalhaes de almeida,0
cat__customer_city_magda,0
cat__customer_city_mage,0
cat__customer_city_maioba,0
cat__customer_city_maiquinique,0
cat__customer_city_mairi,0
cat__customer_city_mairinque,0
cat__customer_city_mairipora,0
cat__customer_city_major porto,0
cat__customer_city_major vieira,0
cat__customer_city_malacacheta,0
cat__customer_city_malhador,0
cat__customer_city_mallet,0
cat__customer_city_mamanguape,0
cat__customer_city_mambai,0
cat__customer_city_mambore,0
cat__customer_city_mamonas,0
cat__customer_city_manaus,0
cat__customer_city_mandaguacu,0
cat__customer_city_mandaguari,0
cat__customer_city_mandirituba,0
cat__customer_city_manduri,0
cat__customer_city_manfrinopolis,0
cat__customer_city_manga,0
cat__customer_city_mangaratiba,0
cat__customer_city_mangueirinha,0
cat__customer_city_manhuacu,0
cat__customer_city_manhumirim,0
cat__customer_city_manoel ribas,0
cat__customer_city_manoel viana,0
cat__customer_city_mansidao,0
cat__customer_city_mantena,0
cat__customer_city_mantenopolis,0
cat__customer_city_maquine,0
cat__customer_city_mar de espanha,0
cat__customer_city_mar vermelho,0
cat__customer_city_mara rosa,0
cat__customer_city_maraba,0
cat__customer_city_maracacume,0
cat__customer_city_maracai,0
cat__customer_city_maracaju,0
cat__customer_city_maracana,0
cat__customer_city_maracanau,0
cat__customer_city_maracas,0
cat__customer_city_maragogi,0
cat__customer_city_maragogipe,0
cat__customer_city_maranguape,0
cat__customer_city_marataizes,0
cat__customer_city_marau,0
cat__customer_city_maravilha,0
cat__customer_city_maravilhas,0
cat__customer_city_marco,0
cat__customer_city_marcos parente,0
cat__customer_city_marechal candido rondon,0
cat__customer_city_marechal deodoro,0
cat__customer_city_marechal floriano,0
cat__customer_city_mari,0
cat__customer_city_maria da fe,0
cat__customer_city_marialva,0
cat__customer_city_mariana,0
cat__customer_city_mariano moro,0
cat__customer_city_mariapolis,0
cat__customer_city_marica,0
cat__customer_city_marilac,0
cat__customer_city_marilandia,0
cat__customer_city_marilandia do sul,0
cat__customer_city_marilena,0
cat__customer_city_marilia,0
cat__customer_city_mariluz,0
cat__customer_city_maringa,0
cat__customer_city_marinopolis,0
cat__customer_city_mario campos,0
cat__customer_city_mariopolis,0
cat__customer_city_maripa,0
cat__customer_city_maristela,0
cat__customer_city_marituba,0
cat__customer_city_marmeleiro,0
cat__customer_city_marques de souza,0
cat__customer_city_martinho campos,0
cat__customer_city_martinopolis,0
cat__customer_city_martins,0
cat__customer_city_martins soares,0
cat__customer_city_mascote,0
cat__customer_city_massape,0
cat__customer_city_massaranduba,0
cat__customer_city_mata,0
cat__customer_city_mata de sao joao,0
cat__customer_city_mata grande,0
cat__customer_city_mata roma,0
cat__customer_city_mata verde,0
cat__customer_city_matao,0
cat__customer_city_matelandia,0
cat__customer_city_materlandia,0
cat__customer_city_mateus leme,0
cat__customer_city_matias barbosa,0
cat__customer_city_matias olimpio,0
cat__customer_city_matinhos,0
cat__customer_city_matipo,0
cat__customer_city_mato leitao,0
cat__customer_city_mato rico,0
cat__customer_city_mato verde,0
cat__customer_city_matoes,0
cat__customer_city_matoes do norte,0
cat__customer_city_matozinhos,0
cat__customer_city_matrincha,0
cat__customer_city_matriz de camaragibe,0
cat__customer_city_matupa,0
cat__customer_city_matutina,0
cat__customer_city_maua,0
cat__customer_city_maua da serra,0
cat__customer_city_maurilandia,0
cat__customer_city_mauriti,0
cat__customer_city_maximiliano de almeida,0
cat__customer_city_medeiros,0
cat__customer_city_medeiros neto,0
cat__customer_city_medianeira,0
cat__customer_city_medina,0
cat__customer_city_meleiro,0
cat__customer_city_mendes,0
cat__customer_city_mendes pimentel,0
cat__customer_city_mendonca,0
cat__customer_city_mercedes,0
cat__customer_city_merces,0
cat__customer_city_meridiano,0
cat__customer_city_meruoca,0
cat__customer_city_mesquita,0
cat__customer_city_messias targino,0
cat__customer_city_miguel calmon,0
cat__customer_city_miguel pereira,0
cat__customer_city_miguelopolis,0
cat__customer_city_milagres,0
cat__customer_city_milha,0
cat__customer_city_mimoso de goias,0
cat__customer_city_mimoso do sul,0
cat__customer_city_minacu,0
cat__customer_city_minas do leao,0
cat__customer_city_minas novas,0
cat__customer_city_mineiros,0
cat__customer_city_mineiros do tiete,0
cat__customer_city_ministro andreazza,0
cat__customer_city_mira estrela,0
cat__customer_city_miracatu,0
cat__customer_city_miracema,0
cat__customer_city_miradouro,0
cat__customer_city_miraguai,0
cat__customer_city_mirai,0
cat__customer_city_miraima,0
cat__customer_city_miranda,0
cat__customer_city_miranda do norte,0
cat__customer_city_mirandiba,0
cat__customer_city_mirandopolis,0
cat__customer_city_miranorte,0
cat__customer_city_mirante da serra,0
cat__customer_city_mirante do paranapanema,0
cat__customer_city_mirassol,0
cat__customer_city_mirassol d'oeste,0
cat__customer_city_miravania,0
cat__customer_city_mirinzal,0
cat__customer_city_missal,0
cat__customer_city_missao velha,0
cat__customer_city_missi,0
cat__customer_city_mocajuba,0
cat__customer_city_mococa,0
cat__customer_city_moeda,0
cat__customer_city_moema,0
cat__customer_city_mogi das cruzes,0
cat__customer_city_mogi mirim,0
cat__customer_city_mogi-guacu,0
cat__customer_city_mogi-mirim,0
cat__customer_city_moju,0
cat__customer_city_mojui dos campos,0
cat__customer_city_mombaca,0
cat__customer_city_mombuca,0
cat__customer_city_moncao,0
cat__customer_city_moncoes,0
cat__customer_city_mondai,0
cat__customer_city_mongagua,0
cat__customer_city_monnerat,0
cat__customer_city_monsenhor tabosa,0
cat__customer_city_montadas,0
cat__customer_city_montalvania,0
cat__customer_city_montanha,0
cat__customer_city_montauri,0
cat__customer_city_monte alegre,0
cat__customer_city_monte alegre de minas,0
cat__customer_city_monte alegre de sergipe,0
cat__customer_city_monte alegre do sul,0
cat__customer_city_monte alto,0
cat__customer_city_monte alverne,0
cat__customer_city_monte aprazivel,0
cat__customer_city_monte azul,0
cat__customer_city_monte azul paulista,0
cat__customer_city_monte belo,0
cat__customer_city_monte belo do sul,0
cat__customer_city_monte bonito,0
cat__customer_city_monte carlo,0
cat__customer_city_monte carmelo,0
cat__customer_city_monte castelo,0
cat__customer_city_monte formoso,0
cat__customer_city_monte gordo,0
cat__customer_city_monte mor,0
cat__customer_city_monte santo,0
cat__customer_city_monte santo de minas,0
cat__customer_city_monte siao,0
cat__customer_city_monte verde,0
cat__customer_city_monteiro lobato,0
cat__customer_city_montenegro,0
cat__customer_city_montes claros,0
cat__customer_city_montezuma,0
cat__customer_city_morada nova,0
cat__customer_city_morada nova de minas,0
cat__customer_city_moreilandia,0
cat__customer_city_moreira sales,0
cat__customer_city_moreno,0
cat__customer_city_morpara,0
cat__customer_city_morretes,0
cat__customer_city_morrinhos,0
cat__customer_city_morro agudo,0
cat__customer_city_morro agudo de goias,0
cat__customer_city_morro da fumaca,0
cat__customer_city_morro da garca,0
cat__customer_city_morro de sao paulo,0
cat__customer_city_morro do chapeu,0
cat__customer_city_morro do ferro,0
cat__customer_city_morro grande,0
cat__customer_city_morro redondo,0
cat__customer_city_morro reuter,0
cat__customer_city_morungaba,0
cat__customer_city_mossamedes,0
cat__customer_city_mossoro,0
cat__customer_city_mostardas,0
cat__customer_city_motuca,0
cat__customer_city_mozarlandia,0
cat__customer_city_mucambo,0
cat__customer_city_mucuri,0
cat__customer_city_mucurici,0
cat__customer_city_muliterno,0
cat__customer_city_mundo novo,0
cat__customer_city_munhoz,0
cat__customer_city_munhoz de melo,0
cat__customer_city_muniz freire,0
cat__customer_city_muquem do sao francisco,0
cat__customer_city_muqui,0
cat__customer_city_muriae,0
cat__customer_city_murici,0
cat__customer_city_murucupi,0
cat__customer_city_murutinga do sul,0
cat__customer_city_mussurepe,0
cat__customer_city_mutuipe,0
cat__customer_city_mutum,0
cat__customer_city_mutunopolis,0
cat__customer_city_muzambinho,0
cat__customer_city_nacip raydan,0
cat__customer_city_nantes,0
cat__customer_city_nanuque,0
cat__customer_city_nao-me-toque,0
cat__customer_city_natal,0
cat__customer_city_natividade,0
cat__customer_city_navegantes,0
cat__customer_city_navirai,0
cat__customer_city_nazare,0
cat__customer_city_nazare da mata,0
cat__customer_city_nazare paulista,0
cat__customer_city_nazareno,0
cat__customer_city_nazario,0
cat__customer_city_nepomuceno,0
cat__customer_city_neropolis,0
cat__customer_city_neves paulista,0
cat__customer_city_nhandeara,0
cat__customer_city_nilopolis,0
cat__customer_city_nipoa,0
cat__customer_city_niquelandia,0
cat__customer_city_niteroi,0
cat__customer_city_nobres,0
cat__customer_city_nonoai,0
cat__customer_city_nortelandia,0
cat__customer_city_nossa senhora da gloria,0
cat__customer_city_nossa senhora das gracas,0
cat__customer_city_nossa senhora de lourdes,0
cat__customer_city_nossa senhora do o,0
cat__customer_city_nossa senhora do remedio,0
cat__customer_city_nossa senhora do socorro,0
cat__customer_city_nova alvorada,0
cat__customer_city_nova alvorada do sul,0
cat__customer_city_nova america,0
cat__customer_city_nova andradina,0
cat__customer_city_nova araca,0
cat__customer_city_nova aurora,0
cat__customer_city_nova bandeirantes,0
cat__customer_city_nova bassano,0
cat__customer_city_nova boa vista,0
cat__customer_city_nova brasilandia d'oeste,0
cat__customer_city_nova brescia,0
cat__customer_city_nova campina,0
cat__customer_city_nova canaa,0
cat__customer_city_nova canaa do norte,0
cat__customer_city_nova canaa paulista,0
cat__customer_city_nova cantu,0
cat__customer_city_nova crixas,0
cat__customer_city_nova cruz,0
cat__customer_city_nova era,0
cat__customer_city_nova erechim,0
cat__customer_city_nova esperanca,0
cat__customer_city_nova esperanca do piria,0
cat__customer_city_nova esperanca do sudoeste,0
cat__customer_city_nova esperanca do sul,0
cat__customer_city_nova europa,0
cat__customer_city_nova fatima,0
cat__customer_city_nova floresta,0
cat__customer_city_nova friburgo,0
cat__customer_city_nova granada,0
cat__customer_city_nova guarita,0
cat__customer_city_nova guataporanga,0
cat__customer_city_nova hartz,0
cat__customer_city_nova iguacu,0
cat__customer_city_nova independencia,0
cat__customer_city_nova ipixuna,0
cat__customer_city_nova itaberaba,0
cat__customer_city_nova lacerda,0
cat__customer_city_nova laranjeiras,0
cat__customer_city_nova lima,0
cat__customer_city_nova londrina,0
cat__customer_city_nova luzitania,0
cat__customer_city_nova mamore,0
cat__customer_city_nova monte verde,0
cat__customer_city_nova mutum,0
cat__customer_city_nova odessa,0
cat__customer_city_nova olimpia,0
cat__customer_city_nova olinda,0
cat__customer_city_nova olinda do maranhao,0
cat__customer_city_nova padua,0
cat__customer_city_nova petropolis,0
cat__customer_city_nova ponte,0
cat__customer_city_nova prata,0
cat__customer_city_nova prata do iguacu,0
cat__customer_city_nova redencao,0
cat__customer_city_nova resende,0
cat__customer_city_nova roma,0
cat__customer_city_nova russas,0
cat__customer_city_nova santa barbara,0
cat__customer_city_nova santa rita,0
cat__customer_city_nova santa rosa,0
cat__customer_city_nova serrana,0
cat__customer_city_nova soure,0
cat__customer_city_nova timboteua,0
cat__customer_city_nova trento,0
cat__customer_city_nova ubirata,0
cat__customer_city_nova venecia,0
cat__customer_city_nova veneza,0
cat__customer_city_nova vicosa,0
cat__customer_city_nova xavantina,0
cat__customer_city_novais,0
cat__customer_city_novo alegre,0
cat__customer_city_novo barreiro,0
cat__customer_city_novo brasil,0
cat__customer_city_novo cabrais,0
cat__customer_city_novo cruzeiro,0
cat__customer_city_novo gama,0
cat__customer_city_novo hamburgo,0
cat__customer_city_novo horizonte,0
cat__customer_city_novo itacolomi,0
cat__customer_city_novo jardim,0
cat__customer_city_novo lino,0
cat__customer_city_novo mundo,0
cat__customer_city_novo oriente,0
cat__customer_city_novo oriente do piaui,0
cat__customer_city_novo progresso,0
cat__customer_city_novo sao joaquim,0
cat__customer_city_nucleo residencial pilar,0
cat__customer_city_nuporanga,0
cat__customer_city_ocara,0
cat__customer_city_ocaucu,0
cat__customer_city_oeiras,0
cat__customer_city_oeiras do para,0
cat__customer_city_oiapoque,0
cat__customer_city_oleo,0
cat__customer_city_olho d'agua das cunhas,0
cat__customer_city_olho d'agua das flores,0
cat__customer_city_olhos d'agua,0
cat__customer_city_olimpia,0
cat__customer_city_olinda,0
cat__customer_city_olindina,0
cat__customer_city_oliveira,0
cat__customer_city_oliveira dos brejinhos,0
cat__customer_city_onda verde,0
cat__customer_city_oriente,0
cat__customer_city_orindiuva,0
cat__customer_city_orizania,0
cat__customer_city_orizona,0
cat__customer_city_orlandia,0
cat__customer_city_orleans,0
cat__customer_city_orobo,0
cat__customer_city_oroco,0
cat__customer_city_oros,0
cat__customer_city_ortigueira,0
cat__customer_city_osasco,0
cat__customer_city_oscar bressane,0
cat__customer_city_osorio,0
cat__customer_city_osvaldo cruz,0
cat__customer_city_osvaldo kroeff,0
cat__customer_city_otacilio costa,0
cat__customer_city_ourem,0
cat__customer_city_ouricuri,0
cat__customer_city_ourilandia do norte,0
cat__customer_city_ourinhos,0
cat__customer_city_ourizona,0
cat__customer_city_ouro,0
cat__customer_city_ouro branco,0
cat__customer_city_ouro fino,0
cat__customer_city_ouro preto,0
cat__customer_city_ouro preto do oeste,0
cat__customer_city_ouro verde,0
cat__customer_city_ouro verde de minas,0
cat__customer_city_ouro verde do oeste,0
cat__customer_city_ouroeste,0
cat__customer_city_ouvidor,0
cat__customer_city_pacaembu,0
cat__customer_city_pacaja,0
cat__customer_city_pacajus,0
cat__customer_city_pacatuba,0
cat__customer_city_paco do lumiar,0
cat__customer_city_pacoti,0
cat__customer_city_pacotuba,0
cat__customer_city_pacuja,0
cat__customer_city_padre bernardo,0
cat__customer_city_padre carvalho,0
cat__customer_city_padre gonzales,0
cat__customer_city_padre paraiso,0
cat__customer_city_paial,0
cat__customer_city_paicandu,0
cat__customer_city_pains,0
cat__customer_city_paiva,0
cat__customer_city_palestina,0
cat__customer_city_palhano,0
cat__customer_city_palhoca,0
cat__customer_city_palma,0
cat__customer_city_palma sola,0
cat__customer_city_palmares,0
cat__customer_city_palmares do sul,0
cat__customer_city_palmares paulista,0
cat__customer_city_palmas,0
cat__customer_city_palmeira,0
cat__customer_city_palmeira d oeste,0
cat__customer_city_palmeira d'oeste,0
cat__customer_city_palmeira das missoes,0
cat__customer_city_palmeira dos indios,0
cat__customer_city_palmeiras,0
cat__customer_city_palmeiras de goias,0
cat__customer_city_palmeirinha,0
cat__customer_city_palminopolis,0
cat__customer_city_palmital,0
cat__customer_city_palmital de minas,0
cat__customer_city_palmitinho,0
cat__customer_city_palmitos,0
cat__customer_city_palotina,0
cat__customer_city_panambi,0
cat__customer_city_pancas,0
cat__customer_city_panelas,0
cat__customer_city_panorama,0
cat__customer_city_pantano grande,0
cat__customer_city_papagaios,0
cat__customer_city_papanduva,0
cat__customer_city_papucaia,0
cat__customer_city_para de minas,0
cat__customer_city_paracambi,0
cat__customer_city_paracatu,0
cat__customer_city_paracuru,0
cat__customer_city_paragominas,0
cat__customer_city_paraguacu,0
cat__customer_city_paraguacu paulista,0
cat__customer_city_parai,0
cat__customer_city_paraiba do sul,0
cat__customer_city_paraibano,0
cat__customer_city_paraibuna,0
cat__customer_city_paraipaba,0
cat__customer_city_paraiso,0
cat__customer_city_paraiso das aguas,0
cat__customer_city_paraiso do norte,0
cat__customer_city_paraiso do sul,0
cat__customer_city_paraiso do tocantins,0
cat__customer_city_paraisopolis,0
cat__customer_city_paraju,0
cat__customer_city_parambu,0
cat__customer_city_paramirim,0
cat__customer_city_parana,0
cat__customer_city_paranacity,0
cat__customer_city_paranagua,0
cat__customer_city_paranaiba,0
cat__customer_city_paranaiguara,0
cat__customer_city_paranaita,0
cat__customer_city_paranapanema,0
cat__customer_city_paranapoema,0
cat__customer_city_paranatinga,0
cat__customer_city_paranavai,0
cat__customer_city_paranhos,0
cat__customer_city_paraopeba,0
cat__customer_city_parapua,0
cat__customer_city_parati,0
cat__customer_city_paraty,0
cat__customer_city_parauapebas,0
cat__customer_city_parauna,0
cat__customer_city_pardinho,0
cat__customer_city_pareci novo,0
cat__customer_city_parelhas,0
cat__customer_city_paripiranga,0
cat__customer_city_pariquera-acu,0
cat__customer_city_parnaiba,0
cat__customer_city_parnamirim,0
cat__customer_city_parnarama,0
cat__customer_city_parobe,0
cat__customer_city_passa quatro,0
cat__customer_city_passa tempo,0
cat__customer_city_passa tres,0
cat__customer_city_passagem franca,0
cat__customer_city_passira,0
cat__customer_city_passo de camaragibe,0
cat__customer_city_passo de torres,0
cat__customer_city_passo fundo,0
cat__customer_city_passos,0
cat__customer_city_passos maia,0
cat__customer_city_pastos bons,0
cat__customer_city_patis,0
cat__customer_city_pato bragado,0
cat__customer_city_pato branco,0
cat__customer_city_patos,0
cat__customer_city_patos de minas,0
cat__customer_city_patrocinio,0
cat__customer_city_patrocinio do muriae,0
cat__customer_city_patrocinio paulista,0
cat__customer_city_patu,0
cat__customer_city_paty do alferes,0
cat__customer_city_pau brasil,0
cat__customer_city_pau d'arco,0
cat__customer_city_pau dos ferros,0
cat__customer_city_paudalho,0
cat__customer_city_paula freitas,0
cat__customer_city_pauliceia,0
cat__customer_city_paulinia,0
cat__customer_city_paulino neves,0
cat__customer_city_paulista,0
cat__customer_city_paulistana,0
cat__customer_city_paulistania,0
cat__customer_city_paulo afonso,0
cat__customer_city_paulo de faria,0
cat__customer_city_paulo frontin,0
cat__customer_city_paulo jacinto,0
cat__customer_city_paulo lopes,0
cat__customer_city_pavao,0
cat__customer_city_peabiru,0
cat__customer_city_pecanha,0
cat__customer_city_pederneiras,0
cat__customer_city_pedra,0
cat__customer_city_pedra azul,0
cat__customer_city_pedra bela,0
cat__customer_city_pedra branca,0
cat__customer_city_pedra do indaia,0
cat__customer_city_pedra lavrada,0
cat__customer_city_pedra menina,0
cat__customer_city_pedra preta,0
cat__customer_city_pedralva,0
cat__customer_city_pedranopolis,0
cat__customer_city_pedrao,0
cat__customer_city_pedras altas,0
cat__customer_city_pedras de fogo,0
cat__customer_city_pedregulho,0
cat__customer_city_pedreira,0
